Year,Kommune,Species,Køn,Type,Total
2018,Ringsted,Dådyr,Han,Dåhjort,8.0
2018,Ringsted,Dådyr,Han,Dåhjort,10.0
2018,Ringsted,Dådyr,Han,Dåhjort,11.0
2018,Ringsted,Dådyr,Hun,Då,10.0
2018,Ringsted,Dådyr,Hun,Då,1.0
2018,Ringsted,Dådyr,Hun,Då,6.0
2018,Ringsted,Dådyr,Han,Kalv,8.0
2018,Ringsted,Dådyr,Hun,Kalv,8.0
2018,Ringsted,Dådyr,,Kalv,7.0
2018,Slagelse,Dådyr,Han,Dåhjort,12.0
2018,Slagelse,Dådyr,Han,Dåhjort,7.0
2018,Slagelse,Dådyr,Han,Dåhjort,1.0
2018,Slagelse,Dådyr,Hun,Då,10.0
2018,Slagelse,Dådyr,Hun,Då,3.0
2018,Slagelse,Dådyr,Hun,Då,8.0
2018,Slagelse,Dådyr,Han,Kalv,3.0
2018,Slagelse,Dådyr,Hun,Kalv,4.0
2018,Slagelse,Dådyr,,Kalv,10.0
2018,Stevns,Dådyr,Han,Dåhjort,1.0
2018,Stevns,Dådyr,Han,Dåhjort,1.0
2018,Sorø,Dådyr,Han,Dåhjort,25.0
2018,Sorø,Dådyr,Han,Dåhjort,29.0
2018,Sorø,Dådyr,Han,Dåhjort,20.0
2018,Sorø,Dådyr,Hun,Då,20.0
2018,Sorø,Dådyr,Hun,Då,11.0
2018,Sorø,Dådyr,Hun,Då,24.0
2018,Sorø,Dådyr,Han,Kalv,15.0
2018,Sorø,Dådyr,Hun,Kalv,18.0
2018,Sorø,Dådyr,,Kalv,38.0
2018,Lejre,Dådyr,Han,Dåhjort,8.0
2018,Lejre,Dådyr,Han,Dåhjort,4.0
2018,Lejre,Dådyr,Han,Dåhjort,3.0
2018,Lejre,Dådyr,Hun,Då,7.0
2018,Lejre,Dådyr,Hun,Då,2.0
2018,Lejre,Dådyr,Hun,Då,7.0
2018,Lejre,Dådyr,Han,Kalv,3.0
2018,Lejre,Dådyr,Hun,Kalv,9.0
2018,Lejre,Dådyr,,Kalv,4.0
2018,Lolland,Dådyr,Han,Dåhjort,32.0
2018,Lolland,Dådyr,Han,Dåhjort,37.0
2018,Lolland,Dådyr,Han,Dåhjort,7.0
2018,Lolland,Dådyr,Hun,Då,39.0
2018,Lolland,Dådyr,Hun,Då,17.0
2018,Lolland,Dådyr,Hun,Då,51.0
2018,Lolland,Dådyr,Han,Kalv,15.0
2018,Lolland,Dådyr,Hun,Kalv,38.0
2018,Lolland,Dådyr,,Kalv,22.0
2018,Næstved,Dådyr,Han,Dåhjort,35.0
2018,Næstved,Dådyr,Han,Dåhjort,15.0
2018,Næstved,Dådyr,Han,Dåhjort,19.0
2018,Næstved,Dådyr,Hun,Då,19.0
2018,Næstved,Dådyr,Hun,Då,8.0
2018,Næstved,Dådyr,Hun,Då,27.0
2018,Næstved,Dådyr,Han,Kalv,19.0
2018,Næstved,Dådyr,Hun,Kalv,33.0
2018,Næstved,Dådyr,,Kalv,33.0
2018,Guldborgsund,Dådyr,Han,Dåhjort,40.0
2018,Guldborgsund,Dådyr,Han,Dåhjort,18.0
2018,Guldborgsund,Dådyr,Han,Dåhjort,17.0
2018,Guldborgsund,Dådyr,Hun,Då,35.0
2018,Guldborgsund,Dådyr,Hun,Då,15.0
2018,Guldborgsund,Dådyr,Hun,Då,28.0
2018,Guldborgsund,Dådyr,Han,Kalv,20.0
2018,Guldborgsund,Dådyr,Hun,Kalv,39.0
2018,Guldborgsund,Dådyr,,Kalv,26.0
2018,Vordingborg,Dådyr,Han,Dåhjort,21.0
2018,Vordingborg,Dådyr,Han,Dåhjort,13.0
2018,Vordingborg,Dådyr,Han,Dåhjort,7.0
2018,Vordingborg,Dådyr,Hun,Då,14.0
2018,Vordingborg,Dådyr,Hun,Då,2.0
2018,Vordingborg,Dådyr,Hun,Då,9.0
2018,Vordingborg,Dådyr,Han,Kalv,5.0
2018,Vordingborg,Dådyr,Hun,Kalv,13.0
2018,Vordingborg,Dådyr,,Kalv,7.0
2018,Bornholm,Dådyr,Han,Kalv,1.0
2018,Bornholm,Dådyr,,Kalv,2.0
2018,Middelfart,Dådyr,Han,Dåhjort,14.0
2018,Middelfart,Dådyr,Han,Dåhjort,7.0
2018,Middelfart,Dådyr,Han,Dåhjort,3.0
2018,Middelfart,Dådyr,Hun,Då,19.0
2018,Middelfart,Dådyr,Hun,Då,4.0
2018,Middelfart,Dådyr,Hun,Då,8.0
2018,Middelfart,Dådyr,Han,Kalv,11.0
2018,Middelfart,Dådyr,Hun,Kalv,11.0
2018,Middelfart,Dådyr,,Kalv,17.0
2018,Assens,Dådyr,Han,Dåhjort,12.0
2018,Assens,Dådyr,Han,Dåhjort,10.0
2018,Assens,Dådyr,Han,Dåhjort,3.0
2018,Assens,Dådyr,Hun,Då,6.0
2018,Assens,Dådyr,Hun,Då,1.0
2018,Assens,Dådyr,Hun,Då,7.0
2018,Assens,Dådyr,Han,Kalv,6.0
2018,Assens,Dådyr,Hun,Kalv,11.0
2018,Assens,Dådyr,,Kalv,7.0
2018,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,39.0
2018,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,35.0
2018,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,25.0
2018,Faaborg-Midtfyn,Dådyr,Hun,Då,32.0
2018,Faaborg-Midtfyn,Dådyr,Hun,Då,7.0
2018,Faaborg-Midtfyn,Dådyr,Hun,Då,25.0
2018,Faaborg-Midtfyn,Dådyr,Han,Kalv,24.0
2018,Faaborg-Midtfyn,Dådyr,Hun,Kalv,33.0
2018,Faaborg-Midtfyn,Dådyr,,Kalv,30.0
2018,Kerteminde,Dådyr,Han,Dåhjort,7.0
2018,Kerteminde,Dådyr,Han,Dåhjort,3.0
2018,Kerteminde,Dådyr,Han,Dåhjort,2.0
2018,Kerteminde,Dådyr,Hun,Då,1.0
2018,Kerteminde,Dådyr,Hun,Då,5.0
2018,Kerteminde,Dådyr,Han,Kalv,1.0
2018,Kerteminde,Dådyr,Hun,Kalv,4.0
2018,Kerteminde,Dådyr,,Kalv,10.0
2018,Nyborg,Dådyr,Han,Dåhjort,19.0
2018,Nyborg,Dådyr,Han,Dåhjort,9.0
2018,Nyborg,Dådyr,Han,Dåhjort,8.0
2018,Nyborg,Dådyr,Hun,Då,20.0
2018,Nyborg,Dådyr,Hun,Då,3.0
2018,Nyborg,Dådyr,Hun,Då,24.0
2018,Nyborg,Dådyr,Han,Kalv,9.0
2018,Nyborg,Dådyr,Hun,Kalv,7.0
2018,Nyborg,Dådyr,,Kalv,30.0
2018,Odense,Dådyr,Han,Dåhjort,5.0
2018,Odense,Dådyr,Han,Dåhjort,2.0
2018,Odense,Dådyr,Hun,Då,2.0
2018,Odense,Dådyr,Hun,Då,3.0
2018,Odense,Dådyr,Han,Kalv,2.0
2018,Odense,Dådyr,,Kalv,1.0
2018,Svendborg,Dådyr,Han,Dåhjort,34.0
2018,Svendborg,Dådyr,Han,Dåhjort,21.0
2018,Svendborg,Dådyr,Han,Dåhjort,10.0
2018,Svendborg,Dådyr,Hun,Då,23.0
2018,Svendborg,Dådyr,Hun,Då,10.0
2018,Svendborg,Dådyr,Hun,Då,16.0
2018,Svendborg,Dådyr,Han,Kalv,8.0
2018,Svendborg,Dådyr,Hun,Kalv,15.0
2018,Svendborg,Dådyr,,Kalv,28.0
2018,Nordfyn,Dådyr,Han,Dåhjort,34.0
2018,Nordfyn,Dådyr,Han,Dåhjort,21.0
2018,Nordfyn,Dådyr,Han,Dåhjort,25.0
2018,Nordfyn,Dådyr,Hun,Då,23.0
2018,Nordfyn,Dådyr,Hun,Då,13.0
2018,Nordfyn,Dådyr,Hun,Då,26.0
2018,Nordfyn,Dådyr,Han,Kalv,19.0
2018,Nordfyn,Dådyr,Hun,Kalv,32.0
2018,Nordfyn,Dådyr,,Kalv,28.0
2018,Langeland,Dådyr,Han,Dåhjort,46.0
2018,Langeland,Dådyr,Han,Dåhjort,19.0
2018,Langeland,Dådyr,Han,Dåhjort,34.0
2018,Langeland,Dådyr,Hun,Då,48.0
2018,Langeland,Dådyr,Hun,Då,16.0
2018,Langeland,Dådyr,Hun,Då,50.0
2018,Langeland,Dådyr,Han,Kalv,17.0
2018,Langeland,Dådyr,Hun,Kalv,32.0
2018,Langeland,Dådyr,,Kalv,33.0
2018,Ærø,Dådyr,Han,Dåhjort,2.0
2018,Ærø,Dådyr,Han,Kalv,1.0
2018,Ærø,Dådyr,Hun,Kalv,3.0
2018,Ærø,Dådyr,,Kalv,1.0
2018,Haderslev,Dådyr,Han,Dåhjort,11.0
2018,Haderslev,Dådyr,Han,Dåhjort,6.0
2018,Haderslev,Dådyr,Han,Dåhjort,2.0
2018,Haderslev,Dådyr,Hun,Då,9.0
2018,Haderslev,Dådyr,Hun,Då,1.0
2018,Haderslev,Dådyr,Hun,Då,9.0
2018,Haderslev,Dådyr,Han,Kalv,6.0
2018,Haderslev,Dådyr,Hun,Kalv,3.0
2018,Haderslev,Dådyr,,Kalv,7.0
2018,Billund,Dådyr,Han,Dåhjort,2.0
2018,Billund,Dådyr,Han,Dåhjort,4.0
2018,Billund,Dådyr,Han,Dåhjort,3.0
2018,Billund,Dådyr,Hun,Då,4.0
2018,Billund,Dådyr,Hun,Då,3.0
2018,Billund,Dådyr,Hun,Då,4.0
2018,Billund,Dådyr,Han,Kalv,4.0
2018,Billund,Dådyr,Hun,Kalv,10.0
2018,Billund,Dådyr,,Kalv,9.0
2018,Sønderborg,Dådyr,Han,Dåhjort,9.0
2018,Sønderborg,Dådyr,Han,Dåhjort,6.0
2018,Sønderborg,Dådyr,Han,Dåhjort,4.0
2018,Sønderborg,Dådyr,Hun,Då,6.0
2018,Sønderborg,Dådyr,Hun,Då,4.0
2018,Sønderborg,Dådyr,Hun,Då,20.0
2018,Sønderborg,Dådyr,Han,Kalv,8.0
2018,Sønderborg,Dådyr,Hun,Kalv,5.0
2018,Sønderborg,Dådyr,,Kalv,9.0
2018,Tønder,Dådyr,Han,Dåhjort,2.0
2018,Tønder,Dådyr,Hun,Då,2.0
2018,Tønder,Dådyr,Hun,Då,1.0
2018,Tønder,Dådyr,Han,Kalv,1.0
2018,Tønder,Dådyr,,Kalv,3.0
2018,Esbjerg,Dådyr,Han,Dåhjort,1.0
2018,Esbjerg,Dådyr,Han,Dåhjort,1.0
2018,Esbjerg,Dådyr,Han,Dåhjort,1.0
2018,Esbjerg,Dådyr,Hun,Då,2.0
2018,Esbjerg,Dådyr,Hun,Då,1.0
2018,Esbjerg,Dådyr,Hun,Kalv,2.0
2018,Esbjerg,Dådyr,,Kalv,2.0
2018,Varde,Dådyr,Han,Dåhjort,5.0
2018,Varde,Dådyr,Han,Dåhjort,8.0
2018,Varde,Dådyr,Han,Dåhjort,3.0
2018,Varde,Dådyr,Hun,Då,9.0
2018,Varde,Dådyr,Hun,Då,2.0
2018,Varde,Dådyr,Hun,Då,10.0
2018,Varde,Dådyr,Han,Kalv,3.0
2018,Varde,Dådyr,Hun,Kalv,6.0
2018,Varde,Dådyr,,Kalv,7.0
2018,Vejen,Dådyr,Han,Dåhjort,6.0
2018,Vejen,Dådyr,Han,Dåhjort,2.0
2018,Vejen,Dådyr,Han,Dåhjort,2.0
2018,Vejen,Dådyr,Hun,Då,5.0
2018,Vejen,Dådyr,Hun,Då,1.0
2018,Vejen,Dådyr,Hun,Då,5.0
2018,Vejen,Dådyr,Han,Kalv,1.0
2018,Vejen,Dådyr,Hun,Kalv,1.0
2018,Vejen,Dådyr,,Kalv,4.0
2018,Aabenraa,Dådyr,Han,Dåhjort,13.0
2018,Aabenraa,Dådyr,Han,Dåhjort,20.0
2018,Aabenraa,Dådyr,Han,Dåhjort,6.0
2018,Aabenraa,Dådyr,Hun,Då,20.0
2018,Aabenraa,Dådyr,Hun,Då,6.0
2018,Aabenraa,Dådyr,Hun,Då,18.0
2018,Aabenraa,Dådyr,Han,Kalv,8.0
2018,Aabenraa,Dådyr,Hun,Kalv,15.0
2018,Aabenraa,Dådyr,,Kalv,14.0
2018,Horsens,Dådyr,Han,Dåhjort,9.0
2018,Horsens,Dådyr,Han,Dåhjort,3.0
2018,Horsens,Dådyr,Han,Dåhjort,2.0
2018,Horsens,Dådyr,Hun,Då,1.0
2018,Horsens,Dådyr,Hun,Då,3.0
2018,Horsens,Dådyr,,Kalv,3.0
2018,Kolding,Dådyr,Han,Dåhjort,16.0
2018,Kolding,Dådyr,Han,Dåhjort,10.0
2018,Kolding,Dådyr,Han,Dåhjort,8.0
2018,Kolding,Dådyr,Hun,Då,14.0
2018,Kolding,Dådyr,Hun,Då,13.0
2018,Kolding,Dådyr,Han,Kalv,11.0
2018,Kolding,Dådyr,Hun,Kalv,11.0
2018,Kolding,Dådyr,,Kalv,9.0
2018,Vejle,Dådyr,Han,Dåhjort,9.0
2018,Vejle,Dådyr,Han,Dåhjort,2.0
2018,Vejle,Dådyr,Han,Dåhjort,3.0
2018,Vejle,Dådyr,Hun,Då,3.0
2018,Vejle,Dådyr,Hun,Då,1.0
2018,Vejle,Dådyr,Han,Kalv,1.0
2018,Vejle,Dådyr,Hun,Kalv,3.0
2018,Herning,Dådyr,Han,Dåhjort,17.0
2018,Herning,Dådyr,Han,Dåhjort,18.0
2018,Herning,Dådyr,Han,Dåhjort,6.0
2018,Herning,Dådyr,Hun,Då,21.0
2018,Herning,Dådyr,Hun,Då,15.0
2018,Herning,Dådyr,Hun,Då,22.0
2018,Herning,Dådyr,Han,Kalv,15.0
2018,Herning,Dådyr,Hun,Kalv,14.0
2018,Herning,Dådyr,,Kalv,8.0
2018,Holstebro,Dådyr,Han,Dåhjort,17.0
2018,Holstebro,Dådyr,Han,Dåhjort,14.0
2018,Holstebro,Dådyr,Han,Dåhjort,3.0
2018,Holstebro,Dådyr,Hun,Då,15.0
2018,Holstebro,Dådyr,Hun,Då,8.0
2018,Holstebro,Dådyr,Hun,Då,19.0
2018,Holstebro,Dådyr,Han,Kalv,3.0
2018,Holstebro,Dådyr,Hun,Kalv,13.0
2018,Holstebro,Dådyr,,Kalv,3.0
2018,Lemvig,Dådyr,Han,Dåhjort,6.0
2018,Lemvig,Dådyr,Han,Dåhjort,11.0
2018,Lemvig,Dådyr,Han,Dåhjort,1.0
2018,Lemvig,Dådyr,Hun,Då,8.0
2018,Lemvig,Dådyr,Hun,Då,6.0
2018,Lemvig,Dådyr,Han,Kalv,4.0
2018,Lemvig,Dådyr,Hun,Kalv,4.0
2018,Lemvig,Dådyr,,Kalv,2.0
2018,Struer,Dådyr,Han,Dåhjort,1.0
2018,Struer,Dådyr,Han,Dåhjort,1.0
2018,Struer,Dådyr,Han,Dåhjort,1.0
2018,Struer,Dådyr,Hun,Då,1.0
2018,Struer,Dådyr,,Kalv,1.0
2018,Syddjurs,Dådyr,Han,Dåhjort,10.0
2018,Syddjurs,Dådyr,Han,Dåhjort,11.0
2018,Syddjurs,Dådyr,Han,Dåhjort,10.0
2018,Syddjurs,Dådyr,Hun,Då,13.0
2018,Syddjurs,Dådyr,Hun,Då,13.0
2018,Syddjurs,Dådyr,Hun,Då,13.0
2018,Syddjurs,Dådyr,Han,Kalv,4.0
2018,Syddjurs,Dådyr,Hun,Kalv,8.0
2018,Syddjurs,Dådyr,,Kalv,13.0
2018,Norddjurs,Dådyr,Han,Dåhjort,19.0
2018,Norddjurs,Dådyr,Han,Dåhjort,22.0
2018,Norddjurs,Dådyr,Han,Dåhjort,10.0
2018,Norddjurs,Dådyr,Hun,Då,27.0
2018,Norddjurs,Dådyr,Hun,Då,4.0
2018,Norddjurs,Dådyr,Hun,Då,13.0
2018,Norddjurs,Dådyr,Han,Kalv,15.0
2018,Norddjurs,Dådyr,Hun,Kalv,28.0
2018,Norddjurs,Dådyr,,Kalv,17.0
2018,Favrskov,Dådyr,Han,Dåhjort,4.0
2018,Favrskov,Dådyr,Han,Dåhjort,1.0
2018,Favrskov,Dådyr,Hun,Då,2.0
2018,Favrskov,Dådyr,,Kalv,1.0
2018,Odder,Dådyr,Hun,Då,1.0
2018,Odder,Dådyr,Hun,Då,1.0
2018,Randers,Dådyr,Han,Dåhjort,9.0
2018,Randers,Dådyr,Han,Dåhjort,7.0
2018,Randers,Dådyr,Han,Dåhjort,6.0
2018,Randers,Dådyr,Hun,Då,8.0
2018,Randers,Dådyr,Hun,Då,2.0
2018,Randers,Dådyr,Hun,Då,8.0
2018,Randers,Dådyr,Han,Kalv,1.0
2018,Randers,Dådyr,Hun,Kalv,12.0
2018,Randers,Dådyr,,Kalv,3.0
2018,Silkeborg,Dådyr,Han,Dåhjort,10.0
2018,Silkeborg,Dådyr,Han,Dåhjort,7.0
2018,Silkeborg,Dådyr,Han,Dåhjort,7.0
2018,Silkeborg,Dådyr,Hun,Då,3.0
2018,Silkeborg,Dådyr,Hun,Då,3.0
2018,Silkeborg,Dådyr,Hun,Då,8.0
2018,Silkeborg,Dådyr,Han,Kalv,5.0
2018,Silkeborg,Dådyr,,Kalv,3.0
2018,Samsø,Dådyr,Han,Dåhjort,7.0
2018,Samsø,Dådyr,Han,Dåhjort,3.0
2018,Samsø,Dådyr,,Kalv,2.0
2018,Skanderborg,Dådyr,Han,Dåhjort,7.0
2018,Skanderborg,Dådyr,Han,Dåhjort,4.0
2018,Skanderborg,Dådyr,Han,Dåhjort,1.0
2018,Skanderborg,Dådyr,Hun,Då,4.0
2018,Skanderborg,Dådyr,Hun,Då,4.0
2018,Skanderborg,Dådyr,Hun,Kalv,2.0
2018,Skanderborg,Dådyr,,Kalv,1.0
2018,Aarhus,Dådyr,Hun,Då,1.0
2018,Ikast-Brande,Dådyr,Han,Dåhjort,5.0
2018,Ikast-Brande,Dådyr,Han,Dåhjort,3.0
2018,Ikast-Brande,Dådyr,Han,Dåhjort,2.0
2018,Ikast-Brande,Dådyr,Hun,Då,2.0
2018,Ikast-Brande,Dådyr,Hun,Då,1.0
2018,Ikast-Brande,Dådyr,Hun,Då,3.0
2018,Ikast-Brande,Dådyr,Han,Kalv,1.0
2018,Ikast-Brande,Dådyr,Hun,Kalv,1.0
2018,Ikast-Brande,Dådyr,,Kalv,1.0
2018,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,15.0
2018,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,9.0
2018,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,6.0
2018,Ringkøbing-Skjern,Dådyr,Hun,Då,12.0
2018,Ringkøbing-Skjern,Dådyr,Hun,Då,1.0
2018,Ringkøbing-Skjern,Dådyr,Hun,Då,16.0
2018,Ringkøbing-Skjern,Dådyr,Han,Kalv,5.0
2018,Ringkøbing-Skjern,Dådyr,Hun,Kalv,6.0
2018,Ringkøbing-Skjern,Dådyr,,Kalv,1.0
2018,Hedensted,Dådyr,Han,Dåhjort,9.0
2018,Hedensted,Dådyr,Han,Dåhjort,5.0
2018,Hedensted,Dådyr,Han,Dåhjort,1.0
2018,Hedensted,Dådyr,Hun,Då,7.0
2018,Hedensted,Dådyr,Hun,Då,1.0
2018,Hedensted,Dådyr,Hun,Då,6.0
2018,Hedensted,Dådyr,Hun,Kalv,2.0
2018,Hedensted,Dådyr,,Kalv,4.0
2018,Morsø,Dådyr,Hun,Då,1.0
2018,Skive,Dådyr,Han,Dåhjort,18.0
2018,Skive,Dådyr,Han,Dåhjort,10.0
2018,Skive,Dådyr,Han,Dåhjort,11.0
2018,Skive,Dådyr,Hun,Då,18.0
2018,Skive,Dådyr,Hun,Då,5.0
2018,Skive,Dådyr,Hun,Då,8.0
2018,Skive,Dådyr,Han,Kalv,6.0
2018,Skive,Dådyr,Hun,Kalv,5.0
2018,Skive,Dådyr,,Kalv,7.0
2018,Thisted,Dådyr,Han,Dåhjort,17.0
2018,Thisted,Dådyr,Han,Dåhjort,40.0
2018,Thisted,Dådyr,Han,Dåhjort,7.0
2018,Thisted,Dådyr,Hun,Då,24.0
2018,Thisted,Dådyr,Hun,Då,12.0
2018,Thisted,Dådyr,Hun,Då,33.0
2018,Thisted,Dådyr,Han,Kalv,7.0
2018,Thisted,Dådyr,Hun,Kalv,17.0
2018,Thisted,Dådyr,,Kalv,23.0
2018,Viborg,Dådyr,Han,Dåhjort,13.0
2018,Viborg,Dådyr,Han,Dåhjort,7.0
2018,Viborg,Dådyr,Han,Dåhjort,8.0
2018,Viborg,Dådyr,Hun,Då,13.0
2018,Viborg,Dådyr,Hun,Då,3.0
2018,Viborg,Dådyr,Hun,Då,9.0
2018,Viborg,Dådyr,Han,Kalv,7.0
2018,Viborg,Dådyr,Hun,Kalv,10.0
2018,Viborg,Dådyr,,Kalv,6.0
2018,Brønderslev-Dronninglund,Dådyr,Han,Dåhjort,6.0
2018,Brønderslev-Dronninglund,Dådyr,Han,Dåhjort,8.0
2018,Brønderslev-Dronninglund,Dådyr,Han,Dåhjort,1.0
2018,Brønderslev-Dronninglund,Dådyr,Hun,Då,3.0
2018,Brønderslev-Dronninglund,Dådyr,Hun,Då,2.0
2018,Brønderslev-Dronninglund,Dådyr,Hun,Då,8.0
2018,Brønderslev-Dronninglund,Dådyr,Han,Kalv,5.0
2018,Brønderslev-Dronninglund,Dådyr,Hun,Kalv,2.0
2018,Brønderslev-Dronninglund,Dådyr,,Kalv,3.0
2018,Frederikshavn,Dådyr,Han,Dåhjort,10.0
2018,Frederikshavn,Dådyr,Han,Dåhjort,13.0
2018,Frederikshavn,Dådyr,Han,Dåhjort,8.0
2018,Frederikshavn,Dådyr,Hun,Då,13.0
2018,Frederikshavn,Dådyr,Hun,Då,1.0
2018,Frederikshavn,Dådyr,Hun,Då,12.0
2018,Frederikshavn,Dådyr,Han,Kalv,4.0
2018,Frederikshavn,Dådyr,Hun,Kalv,5.0
2018,Frederikshavn,Dådyr,,Kalv,2.0
2018,Vesthimmerland,Dådyr,Han,Dåhjort,11.0
2018,Vesthimmerland,Dådyr,Han,Dåhjort,17.0
2018,Vesthimmerland,Dådyr,Han,Dåhjort,4.0
2018,Vesthimmerland,Dådyr,Hun,Då,15.0
2018,Vesthimmerland,Dådyr,Hun,Då,6.0
2018,Vesthimmerland,Dådyr,Hun,Då,11.0
2018,Vesthimmerland,Dådyr,Han,Kalv,7.0
2018,Vesthimmerland,Dådyr,Hun,Kalv,7.0
2018,Vesthimmerland,Dådyr,,Kalv,4.0
2018,Læsø,Dådyr,Han,Dåhjort,1.0
2018,Læsø,Dådyr,Hun,Då,1.0
2018,Læsø,Dådyr,,Kalv,1.0
2018,Rebild,Dådyr,Han,Dåhjort,1.0
2018,Rebild,Dådyr,Hun,Då,1.0
2018,Rebild,Dådyr,Han,Kalv,1.0
2018,Mariagerfjord,Dådyr,Han,Dåhjort,8.0
2018,Mariagerfjord,Dådyr,Han,Dåhjort,5.0
2018,Mariagerfjord,Dådyr,Han,Dåhjort,7.0
2018,Mariagerfjord,Dådyr,Hun,Då,6.0
2018,Mariagerfjord,Dådyr,Hun,Då,2.0
2018,Mariagerfjord,Dådyr,Hun,Kalv,2.0
2018,Mariagerfjord,Dådyr,,Kalv,4.0
2018,Jammerbugt,Dådyr,Han,Dåhjort,17.0
2018,Jammerbugt,Dådyr,Han,Dåhjort,17.0
2018,Jammerbugt,Dådyr,Han,Dåhjort,12.0
2018,Jammerbugt,Dådyr,Hun,Då,28.0
2018,Jammerbugt,Dådyr,Hun,Då,7.0
2018,Jammerbugt,Dådyr,Hun,Då,29.0
2018,Jammerbugt,Dådyr,Han,Kalv,14.0
2018,Jammerbugt,Dådyr,Hun,Kalv,19.0
2018,Jammerbugt,Dådyr,,Kalv,16.0
2018,Aalborg,Dådyr,Han,Dåhjort,4.0
2018,Aalborg,Dådyr,Han,Dåhjort,3.0
2018,Aalborg,Dådyr,Han,Dåhjort,5.0
2018,Aalborg,Dådyr,Hun,Då,4.0
2018,Aalborg,Dådyr,Hun,Då,1.0
2018,Aalborg,Dådyr,Hun,Då,4.0
2018,Aalborg,Dådyr,Han,Kalv,1.0
2018,Aalborg,Dådyr,Hun,Kalv,1.0
2018,Aalborg,Dådyr,,Kalv,3.0
2018,Hjørring,Dådyr,Han,Dåhjort,8.0
2018,Hjørring,Dådyr,Han,Dåhjort,11.0
2018,Hjørring,Dådyr,Han,Dåhjort,7.0
2018,Hjørring,Dådyr,Hun,Då,6.0
2018,Hjørring,Dådyr,Hun,Då,2.0
2018,Hjørring,Dådyr,Hun,Då,5.0
2018,Hjørring,Dådyr,Han,Kalv,3.0
2018,Hjørring,Dådyr,Hun,Kalv,4.0
2018,Hjørring,Dådyr,,Kalv,14.0
2019,København,Dådyr,Han,Dåhjort,1.0
2019,Frederiksberg,Dådyr,Han,Dåhjort,1.0
2019,Ballerup,Dådyr,Han,Dåhjort,1.0
2019,Dragør,Dådyr,Han,Dåhjort,2.0
2019,Dragør,Dådyr,Hun,Då,1.0
2019,Dragør,Dådyr,Hun,Kalv,1.0
2019,Gentofte,Dådyr,Han,Kalv,1.0
2019,Gentofte,Dådyr,,Kalv,1.0
2019,Høje-Taastrup,Dådyr,Han,Dåhjort,1.0
2019,Tårnby,Dådyr,Han,Dåhjort,2.0
2019,Tårnby,Dådyr,Hun,Då,7.0
2019,Tårnby,Dådyr,Hun,Då,2.0
2019,Tårnby,Dådyr,Hun,Då,2.0
2019,Tårnby,Dådyr,Han,Kalv,1.0
2019,Tårnby,Dådyr,Hun,Kalv,4.0
2019,Tårnby,Dådyr,,Kalv,1.0
2019,Allerød,Dådyr,Han,Dåhjort,1.0
2019,Fredensborg,Dådyr,Han,Dåhjort,2.0
2019,Fredensborg,Dådyr,Hun,Då,3.0
2019,Fredensborg,Dådyr,,Kalv,2.0
2019,Helsingør,Dådyr,Han,Dåhjort,1.0
2019,Hillerød,Dådyr,Han,Dåhjort,6.0
2019,Hillerød,Dådyr,Han,Dåhjort,4.0
2019,Hillerød,Dådyr,Han,Dåhjort,1.0
2019,Hillerød,Dådyr,Hun,Då,3.0
2019,Hillerød,Dådyr,Hun,Då,4.0
2019,Hillerød,Dådyr,Hun,Då,1.0
2019,Hillerød,Dådyr,Han,Kalv,2.0
2019,Hillerød,Dådyr,Hun,Kalv,1.0
2019,Hillerød,Dådyr,,Kalv,2.0
2019,Rudersdal,Dådyr,Hun,Då,1.0
2019,Rudersdal,Dådyr,Hun,Kalv,1.0
2019,Egedal,Dådyr,Han,Dåhjort,1.0
2019,Egedal,Dådyr,Hun,Då,1.0
2019,Egedal,Dådyr,Hun,Kalv,1.0
2019,Egedal,Dådyr,,Kalv,1.0
2019,Frederikssund,Dådyr,Han,Dåhjort,1.0
2019,Køge,Dådyr,Han,Dåhjort,7.0
2019,Køge,Dådyr,Han,Dåhjort,3.0
2019,Køge,Dådyr,Han,Dåhjort,4.0
2019,Køge,Dådyr,Hun,Då,5.0
2019,Køge,Dådyr,Hun,Då,2.0
2019,Køge,Dådyr,Hun,Då,4.0
2019,Køge,Dådyr,Hun,Kalv,5.0
2019,Køge,Dådyr,,Kalv,4.0
2019,Halsnæs,Dådyr,Han,Dåhjort,1.0
2019,Halsnæs,Dådyr,Han,Dåhjort,1.0
2019,Halsnæs,Dådyr,Hun,Då,1.0
2019,Roskilde,Dådyr,Han,Dåhjort,1.0
2019,Roskilde,Dådyr,Han,Dåhjort,2.0
2019,Roskilde,Dådyr,Han,Dåhjort,3.0
2019,Roskilde,Dådyr,Hun,Då,2.0
2019,Roskilde,Dådyr,Hun,Då,1.0
2019,Roskilde,Dådyr,Han,Kalv,3.0
2019,Roskilde,Dådyr,Hun,Kalv,2.0
2019,Roskilde,Dådyr,,Kalv,1.0
2019,Gribskov,Dådyr,Han,Dåhjort,11.0
2019,Gribskov,Dådyr,Han,Dåhjort,10.0
2019,Gribskov,Dådyr,Han,Dåhjort,15.0
